Ten_mon,Anh,Video,URL,Nguyen_lieu,Cach_lam
Canh giò heo rau củ,https://monngonmoingay.com/wp-content/smush-webp/2015/08/canh-gio-heo-rau-cu-880.jpg.webp,https://www.youtube.com/watch?v=k9CGrXyB36A,https://monngonmoingay.com/canh-gio-heo-rau-cu/,"Giò heo cắt khoanh 4khoanh (khoảng 600g).
Bắp Mỹ 1/ 2trái.
Cà rốt 30g.
Bông cải xanh 100g.
Nấm đông cô tươi 4 tai nhỏ.
RAU NÊM Hành ngò.","🔹 Sơ chế:
- Nước sôi cho giò heo vào chần đến khi nước sôi lên lại chừng 1 phút thì vớt ra.
- Ướp vào phần giò heo 1m Hạt nêm Aji-ngon.
- Trộn đều cho phần giò heo thấm gia vị.Bắp mỹ cắt khúc 2cm rồi cắt làm 4.
- Cà rốt tỉa hoa, cắt lát dày khoảng 5 li.
- Bông cải cắt miếng vừa ăn.
- Nấm đông cô tươi ngâm nở, rửa sạch, cắt làm đôi.
- Hành lá và ngò rí cắt khúc.
- Trộn đều cho phần giò heo thấm gia vị.
- Bắp mỹ cắt khúc 2cm rồi cắt làm 4.

🔹 Thực hiện:
- Cho 1.2L nước vào nồi áp suất, đến khi sôi thì chogiò heovào hầm khoảng 10 phút.
- Sau đó cho bắp và cà rốt vào nấu.
- Nêm vào nồi 1M Hạt nêm Aji-ngon, 1m bột ngọt AJI-NO-MOTO®.Cho tiếp phần nấm và bông cải xanh vào.
- Sau khi tất cả các nguyên liệu đã chín thì cho vào 1M nước mắm.
- Cho hành ngò vào và tắt lửa.
- Nêm vào nồi 1M Hạt nêm Aji-ngon, 1m bột ngọt AJI-NO-MOTO®.
- Cho tiếp phần nấm và bông cải xanh vào.

🔹 Cách dùng:
- Múc canh ra tô, thêm tiêu, hành ngò.
- Dùng nóng.Món ăn ngon đi kèm:Cà tím xào tôm thịt Múc canh ra tô, thêm tiêu, hành ngò.
- Dùng nóng.
- Món ăn ngon đi kèm:Cà tím xào tôm thịt"
Chả giò tàu hũ ky,https://monngonmoingay.com/wp-content/smush-webp/2023/04/cha-gio-tau-hu-ky.jpg.webp,https://www.youtube.com/watch?v=_OxH7Ivcj94,https://monngonmoingay.com/cha-gio-tau-hu-ky/,"Thịt nạc dăm 250g.
Cá thác lác nạo 250g.
Nấm đông cô luộc mỡ gà 50g.
Cà rốt 25g.
Hành lá 25g.
Củ năng 125g.
Bột năng 50g.
Lá tàu hủ ky 1lá (Mềm, dẻo, tròn, đường kính 50cm (chọn loại có ủ lá chuối).
Tiêu xanh 2nhánh.","🔹 Sơ chế:
- Băm nhỏ thịt nạc dăm băm.Cà rốt băm.Nấm đông cô luộc mỡ gà băm, vắt ráo nước.Hành lá cắt nhỏ.Củ năng băm vắt ráo nướcĐập dập tiêu xanh.Làm nhân: Quết dẻo hỗn hợp:Thịt heo, nấm, cà rốt, hành lá, củ năng, tiêu xanh đập dập, 1/4m muối, 1m bột ngọt AJI-NO-MOTO®, 1m Hạt nêm Aji-ngon® Heo, 2m đường, 1/4m tiêu, 3m bột năng, tiêu xanh.
- Sau cùng cho cá thác lác, 1m dầu mè vào trộn đều.Hỗn hộp kết dính: Hòa tan 2M bột năng, 1M gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn, 2M nước.Cuộn chả: Cắt bỏ rìa lá tàu hủ ky.
- Phết hỗn hợp kết dính lên trên, áo thêm ít bột năng khô, cho nhân vào cuộn tròn thành những thanh dài.
- Băm nhỏ thịt nạc dăm băm.
- Cà rốt băm.
- Nấm đông cô luộc mỡ gà băm, vắt ráo nước.
- Hành lá cắt nhỏ.
- Củ năng băm vắt ráo nước Đập dập tiêu xanh.
- Làm nhân: Quết dẻo hỗn hợp:Thịt heo, nấm, cà rốt, hành lá, củ năng, tiêu xanh đập dập, 1/4m muối, 1m bột ngọt AJI-NO-MOTO®, 1m Hạt nêm Aji-ngon® Heo, 2m đường, 1/4m tiêu, 3m bột năng, tiêu xanh.
- Sau cùng cho cá thác lác, 1m dầu mè vào trộn đều.
- Hỗn hộp kết dính: Hòa tan 2M bột năng, 1M gia vị nêm sẵn Aji-Quick® Bột tẩm khô chiên giòn, 2M nước.
- Cuộn chả: Cắt bỏ rìa lá tàu hủ ky.

🔹 Thực hiện:
- Đun dầu vừa nóng ( 140oC ), thả cuộn chả vàochiênxấp mặt (dầu) đến khi chả chín vàng giòn.
- Vớt ra để ráo.

🔹 Cách dùng:
- Cắt chả giò thành miếng vừa ăn.
- Chấm chung với tương xí muội và xốt Mayonnaise Aji-mayo® Vị Nguyên Bản theo tỉ lệ 2:1, xà lách xoong dầu giấm.Món ăn ngon đi kèm:Súp măng vịt chua cay Cắt chả giò thành miếng vừa ăn.
- Chấm chung với tương xí muội và xốt Mayonnaise Aji-mayo® Vị Nguyên Bản theo tỉ lệ 2:1, xà lách xoong dầu giấm.
- Món ăn ngon đi kèm:Súp măng vịt chua cay"
Canh tôm bánh gạo,https://monngonmoingay.com/wp-content/smush-webp/2022/12/canh-tom-banh-gao.jpg.webp,https://www.youtube.com/watch?v=oIf2pLksqp4,https://monngonmoingay.com/canh-tom-banh-gao/,"Bánh gạo Hàn Quốc 400g.
Tôm sú 150g.
Giò sống 150g.
Thịt cua 50g.
Nước dùng gà 1.5L.
Cà rốt 1/ 2củ.
Bông cải xanh 150g.
Hành tây 1/ 2củ.
Nấm rơm búp 100g.
RAU NÊM Hành ngò, chanh.","🔹 Sơ chế:
- Cà rốt:Tỉa hoa cắt khoanh dày 3 ly.Bông cải xanh:Tách, cắt miếng vừa ăn.Hành tây:Cắt sợi.Giò sống trộn với thịt cua, thêm 1/2M màu dầu điều, vò viên tròn .Tôm sú rút chỉ lưng, luộc qua, lột vỏ chừa đuôi .Bánh gạo cắt sợi:chần qua nước sôi.
- Cắt riêng đầu hành lá, ngò rí và lá hành cắt nhỏ.
- Cà rốt:Tỉa hoa cắt khoanh dày 3 ly.
- Bông cải xanh:Tách, cắt miếng vừa ăn.
- Hành tây:Cắt sợi.
- Giò sống trộn với thịt cua, thêm 1/2M màu dầu điều, vò viên tròn .Tôm sú rút chỉ lưng, luộc qua, lột vỏ chừa đuôi .
- Bánh gạo cắt sợi:chần qua nước sôi.

🔹 Thực hiện:
- Đun sôi nước dùng gà.
- Cho cà rốt nấu 1 phút, cho viên giò sống với thịt cua, nêm gia vị: 2m bột ngọt Ajinomoto, 2m hạt nêm AjiNgon, 1m đường, 1/2m muối, thêm bông cải, bánh gạo vào nấu 3 phút cho bánh thấm đều gia vị, thêm hành tây, tôm, nêm đầu hành lá, 2M nước mắm, 1M màu dầu điều, .
- Tắt lửa.

🔹 Cách dùng:
- Múc ra tô rắc hành ngò, tiêu, dọn kèm chanh, tương ớt , hành phi lên trên."
Mì căn xốt nấm,https://monngonmoingay.com/wp-content/smush-webp/2015/08/mi-can-xot-nam.jpg.webp,https://www.youtube.com/watch?v=hfq9kAzlNoI,https://monngonmoingay.com/mi-can-xot-nam/,"Mì căn 3cây.
Nấm rơm 50g.
Đậu hũ non 1/ 2miếng.
Nấm đông cô đã ngâm 4tai.
Cải thìa 6cây.
Gừng cắt quả trám 1M.
Ớt sừng cắt quả trám.
Poa-rô băm.
Muối, tiêu, đường, dầu hào chay, dầu ăn, dầu mè, bột năng.","🔹 Sơ chế:
- Mì căn,đậu hũcắt khối vuông 1cm, ướp 1m boarô băm, 1/2m bột ngọt AJI-NO-MOTO®, 1/2m muối và 1/2m đường.Cải thìa 3 cây cắt hình bông, còn lại xẻ dọc làm đôi.Nấm rơmchần sơ, cắt đôi.
- Nấm đông cô cắt hạt lựu.
- Cải thìa chần qua nước sôi có pha chút muối, vớt để ráo.
- Bột năng hòa với nước.Pha hỗn hợp gia vị gồm: 2M nước tương “Phú Sĩ”, 1M đường, 1m bột ngọt AJI-NO-MOTO®, 1m hạt nêm Aji-ngon® Nấm, 1M dầu hào chay, 1M Giấm gạo lên men, 1 ít tiêu và 1/2 chén nước.
- Mì căn,đậu hũcắt khối vuông 1cm, ướp 1m boarô băm, 1/2m bột ngọt AJI-NO-MOTO®, 1/2m muối và 1/2m đường.
- Cải thìa 3 cây cắt hình bông, còn lại xẻ dọc làm đôi.
- Nấm rơmchần sơ, cắt đôi.
- Bột năng hòa với nước.
- Pha hỗn hợp gia vị gồm: 2M nước tương “Phú Sĩ”, 1M đường, 1m bột ngọt AJI-NO-MOTO®, 1m hạt nêm Aji-ngon® Nấm, 1M dầu hào chay, 1M Giấm gạo lên men, 1 ít tiêu và 1/2 chén nước.

🔹 Thực hiện:
- Đun nóng 1M dầu trong chảo, phi thơm poa-rô, xào sơ cải thìa, nêm 1/4m hạt nêm Aji-ngon® Nấm, trút ra dĩa.
- Thêm dầu, xào sơ mì căn cho rám mặt, trút ra.Làm xốt nấm: Phi thơm gừng cho nấm rơm vào xào trước cho vừa chín, thêm nấm đông cô, đậu hũ vào xào nhẹ tay, cho tiếp hỗn hợp gia vị đã pha vào, nấu sôi, thêm ít nước bột năng vào cho sánh lại.
- Trộn chung mì căn vào, ớt sừng, tắt lửa, thêm 1/2M dầu mè.
- Thêm dầu, xào sơ mì căn cho rám mặt, trút ra.
- Làm xốt nấm: Phi thơm gừng cho nấm rơm vào xào trước cho vừa chín, thêm nấm đông cô, đậu hũ vào xào nhẹ tay, cho tiếp hỗn hợp gia vị đã pha vào, nấu sôi, thêm ít nước bột năng vào cho sánh lại.

🔹 Cách dùng:
- Xếp cải thìa ra dĩa, cho hỗn hợp nấm lên trên, rắc một ít tiêu, dùng nóng với cơm.Món ăn ngon đi kèm:Chả chay cuốn rong biển Xếp cải thìa ra dĩa, cho hỗn hợp nấm lên trên, rắc một ít tiêu, dùng nóng với cơm.
- Món ăn ngon đi kèm:Chả chay cuốn rong biển"
Salad bò rau má,https://monngonmoingay.com/wp-content/smush-webp/2023/04/salad-bo-rau-ma.jpg.webp,https://www.youtube.com/watch?v=o_BacZR4B6s,https://monngonmoingay.com/salad-bo-rau-ma/,"Thịt bò thăn ngoại 150g (miếng dày 2-3cm).
Rau má non 150g.
Lá húng lủi 50g.
Cà rốt 30g (thái chỉ).
Ớt sừng 1trái (thái chỉ).
Nước chanh 2M.
Tỏi phi 1M.
Dầu tỏi 2M.
Tỏi bắc 20g.
Hành tây tím củ nhỏ 30g.
Thơm chín cắt sợi.","🔹 Sơ chế:
- Ướp thịt:Ướp 2 mặt của thịt 1m hạt nêm Aji-ngon® Heo và 1/2 bột ngọt AJI-NO-MOTO® cùng với 1/4m tiêu cùng với 1M dầu ăn sau đó để thấm bò 10 phút, tiếp theo thái chỉ cà rốt và ớt sừng, cắt lát hành tím, ngâm vào nước đá.

🔹 Thực hiện:
- Pha sốt, chiên bò: Cho 2M nước chanh vào tô cùng với 2M đường và 1m tiêu trắng.
- Sau đó, cho thêm 2M dầu tỏi phi vào cùng với 1/4m muối.
- Tiếp theo, cho 1M dầu ăn vào chảo chiên áp chảo vàng 2 mặt của thịt bò với lửa vừa cho thịt chín vừa.
- Khi chiên thịt cho tỏi củ bắc vào chiên áp chảo cùng.
- Sau đó cắt lát thịt bò.Trộn salad:Cho tất cả rau má và cà rốt, ớt sừng và húng lủi, tỏi củ nướng vào tô sau đó cho thịt bò và hết lượng sốt đã pha vào trộn đều.
- Trình bày ra dĩa cùng tỏi phi và hành tím cắt lát lên trên sau cùng là thêm 1 lớp Xốt Mayonnaise Aji-mayo® vị nguyên bản lên trên.
- Sau đó cắt lát thịt bò.
- Trộn salad:Cho tất cả rau má và cà rốt, ớt sừng và húng lủi, tỏi củ nướng vào tô sau đó cho thịt bò và hết lượng sốt đã pha vào trộn đều."
Bún riêu cua,https://monngonmoingay.com/wp-content/smush-webp/2023/11/bun-rieu-cua.jpg.webp,,https://monngonmoingay.com/bun-rieu-cua/,"Cua xay 200g.
Cà chua 2trái.
Đậu hũ bi chiên 120g.
Huyết heo 120g.
Bún 600g.
Ngò gai 1nhánh.
Hành tím băm 1M.
Aji-Quick Bún riêu cua.","🔹 Sơ chế:
- Cà chua cắt múi cau, chia làm 2 phần.Huyết heo cắt miếng vừa ăn.
- Ngò gai cắt nhỏ.Cua đồng xay lọc lấy nước, nấu sôi, vớt riêu để riêng, nước cua đong thêm nước lọc để có 1.5L nước dùng cua.
- Cà chua cắt múi cau, chia làm 2 phần.
- Huyết heo cắt miếng vừa ăn.
- Ngò gai cắt nhỏ.
- Cua đồng xay lọc lấy nước, nấu sôi, vớt riêu để riêng, nước cua đong thêm nước lọc để có 1.5L nước dùng cua.

🔹 Thực hiện:
- Phi thơm hành tím với dầu ăn, xào 1 trái cà chua cắt múi khoảng 2 phút, thêm 1.5L nước dùng vào nấu sôi, nêm 1 gói AQ Bún riêu cua, cho các nguyên liệu ăn kèm đậu hũ, huyết, cà chua.

🔹 Cách dùng:
- Cho bún ra tô, múc nước bún riêu, có các nguyên liệu ăn kèm, thêm ngò gai và thưởng thức."
Tom Yum Kung,https://monngonmoingay.com/wp-content/smush-webp/2023/08/tom-yum-kung-1024x584.jpg.webp,https://www.youtube.com/watch?v=h90RAkCE9_w,https://monngonmoingay.com/tom-yum-kung/,"Tôm càng xanh 120-150g 4con.
Hành tím lột vỏ 12củ.
Riềng cạo vỏ 1nhánh.
Sả cây bỏ lá 4cây.
Ớt hiểm 4quả.
Lá chúc 6lá.
Nấm rơm luộc 120g.
Nước dừa Xiêm 1quả.
Cà chua 2quả.
RAU NÊM Ngò rí ( 2 cây ).","🔹 Sơ chế:
- Tôm càng bỏ chân, vỏ mình chừa đuôi, bỏ chỉ lưng.
- Ướp với 1/2M Gia vị nêm sẵn Aji-Quick® LẨU THÁI .Hành tím cắt đôi, riềng cắt lát, sả cây cắt khúc đập giập, ớt hiểm đập giập, lá chúc xé nhỏ, nấm rơm khứa đầu nấm, cà chua cắt múi.
- Ngò rí cắt nhỏ.
- Ướp với 1/2M Gia vị nêm sẵn Aji-Quick® LẨU THÁI .
- Hành tím cắt đôi, riềng cắt lát, sả cây cắt khúc đập giập, ớt hiểm đập giập, lá chúc xé nhỏ, nấm rơm khứa đầu nấm, cà chua cắt múi.

🔹 Thực hiện:
- Cho dầu điều vào nồi, xào nấm và hành tím trước, sau đó cho cà chua vào xào sơ rồi trút ra.Thêm dầu điều vào xào riềng thơm rồi hòa nước dừa với nước đủ 1,5 lít cho vào cùng Gia vị nêm sẵn Aji-Quick® LẨU THÁI còn lại vào, sau đó cho các nguyên liệu đã xào vào nấu sôi, rồi cho tôm vào nấu chín, thả lá chúc xé 4 vào, hoàn tất.
- Cho dầu điều vào nồi, xào nấm và hành tím trước, sau đó cho cà chua vào xào sơ rồi trút ra.
- Thêm dầu điều vào xào riềng thơm rồi hòa nước dừa với nước đủ 1,5 lít cho vào cùng Gia vị nêm sẵn Aji-Quick® LẨU THÁI còn lại vào, sau đó cho các nguyên liệu đã xào vào nấu sôi, rồi cho tôm vào nấu chín, thả lá chúc xé 4 vào, hoàn tất.

🔹 Cách dùng:
- Cho canh ra tô rắc ngò lên trên dùng nóng với cơm hoặc bún, miến.Món ăn ngon đi kèm:Sườn non kho xá bấu Cho canh ra tô rắc ngò lên trên dùng nóng với cơm hoặc bún, miến.
- Món ăn ngon đi kèm:Sườn non kho xá bấu"
Ba rọi rim cháy cạnh,https://monngonmoingay.com/wp-content/smush-webp/2023/05/ba-roi-rim-chay-canh.jpg.webp,https://www.youtube.com/watch?v=MdHK6IM--2U,https://monngonmoingay.com/ba-roi-rim-chay-canh/,"Thịt ba rọi 500g.
Hành tím lát 2củ.
Tỏi băm 1M.
Hành tây 1/2 củ nhỏ.
Ớt sừng 1quả.
Hành lá 1nhánh.","🔹 Sơ chế:
- Xát ít muối, rượu trắng vào miếng thịt để 10 phút sau đó rửa sạch để ráo.
- Luộc thịt nhanh qua nước sôi, xả nước làm lạnh, cắt thanh cỡ ngón tay.
- Ớt sừng, hành lá cắt khúc xéo, hành tây cắt múi cau.

🔹 Thực hiện:
- Dùng nồi đất hoặc gang.
- Chiên cháy cạnh thịt với ít dầu.
- Thêm 2M đường thắng vàng, thêm hành tím, tỏi xào thơm.
- Thêm 2M nước mắm đảo nhanh dậy mùi, thêm 1 chén nước, 1m Bột ngọt AJI-NO-MOTO® rim đến khi thịt mềm thấm vị.
- Sau cùng cho ớt sừng, hành lá vào đảo đều.

🔹 Cách dùng:
- Bày nồi thịt kho ra bàn ăn.
- Dùng với cơm nóng dưa leo.Món ngon đi kèm:Canh chua cá dứa 1 nắng,Rau muống xào mắm ruốc Bày nồi thịt kho ra bàn ăn.
- Dùng với cơm nóng dưa leo.
- Món ngon đi kèm:Canh chua cá dứa 1 nắng,Rau muống xào mắm ruốc"
Thịt vịt xào củ cải muối,https://monngonmoingay.com/wp-content/smush-webp/2022/07/thit-vit-xao-cu-cai-muoi-880.jpg.webp,https://www.youtube.com/watch?v=g-NZB18yPDw,https://monngonmoingay.com/thit-vit-xao-cu-cai-muoi/,"Ức vịt (không xương, còn da) 250g (khứa, áp chảo).
Dưa gừng Nhật (màu hồng) 50g.
Củ cải muối (loại sợi) 180g (đã ngâm và vắt ráo cho khỏi mặn).
Ớt Đà Lạt vàng 50g.
Hành tây 1/ 2củ.
Nước dừa tươi 1/ 2chén.
Cà bi 100g.
Gừng 50g (Cắt sợi nhuyễn).
Hành tỏi băm 1M.
RAU NÊM Hành lá, ngò rí.","🔹 Sơ chế:
- Cách muối củ cải: củ cải trắng rửa sạch để ráo, dùng dao chẻ dọc cỡ ngón tay –> Ướp cứ 10 kg củ cải 1/2 kg muối hột cho vào chum 2 ngày đêm –> Đem ra rửa qua bằng nước củ cải tiết ra trong quá trình ngâm muối –> Đem phơi héo 5-6 ngày lúc này củ cải khô chỉ còn 4kg cho vào lọ bảo quản nơi thoáng mát.Khứa xéo mấy đường trên thịt vịt, áp chảo không dầu để loại bỏ mỡ, cắt lát dày 2 ly.Ướp thịt vịt với 1M hành tỏi băm, 1/3m tiêu, 1m hạt nêm Aji-ngon® Heo, 1/2m đường, 1/2m muối trong 10 phút.
- Cà bi cắt 2, ớt Đà Lạt vàng, hành tây cắt miếng vừa ăn.
- Hành lá cắt 2 cm.
- Củ cải muối ngâm nước gạo + 1m muối vắt xả nhiều lần nước cho bớt mặn.
- Cách muối củ cải: củ cải trắng rửa sạch để ráo, dùng dao chẻ dọc cỡ ngón tay –> Ướp cứ 10 kg củ cải 1/2 kg muối hột cho vào chum 2 ngày đêm –> Đem ra rửa qua bằng nước củ cải tiết ra trong quá trình ngâm muối –> Đem phơi héo 5-6 ngày lúc này củ cải khô chỉ còn 4kg cho vào lọ bảo quản nơi thoáng mát.
- Khứa xéo mấy đường trên thịt vịt, áp chảo không dầu để loại bỏ mỡ, cắt lát dày 2 ly.
- Ướp thịt vịt với 1M hành tỏi băm, 1/3m tiêu, 1m hạt nêm Aji-ngon® Heo, 1/2m đường, 1/2m muối trong 10 phút.

🔹 Thực hiện:
- Xào thịt vịt và rau củ:Bắc chảo cho 3M dầu cho gừng sợi vào chiên vàng, vớt gừng sợi ra.
- Dùng tiếp chảo đó đun nóng lại phi 1M hành tỏi cho thơm cho thịt vịt vào xào với lửa to, vịt vừa chín cho cà bi, ớt Đà Lạt vàng, hành tây, vào xốc đều, nêm gia vị: 1/2m hạt nêm, 1M giấm, 1m đường cho thịt vịt thấm vị, rau củ chín tái nêm gia vị, xúc ra dĩa.Xào củ cải muối: Bắc chảo cho 2M dầu đun nóng cho hành tỏi phi thơm cho củ cải muối vào xào 2′, củ cải chín,cho thêm 1/2 chén nước dừa xào cho củ cài chín, cạn nước thì cho hỗn hợp thịt vịt xào khi nãy, hành lá, rau nêm vào xốc trộn đều, tắt lửa.
- Rắc lên chảo hành lá cắt khúc, ngò rí vào.
- Múc món ăn ra dĩa rắc tiêu.
- Bày thêm hành ngò, gừng chiên lên trên.
- Dùng tiếp chảo đó đun nóng lại phi 1M hành tỏi cho thơm cho thịt vịt vào xào với lửa to, vịt vừa chín cho cà bi, ớt Đà Lạt vàng, hành tây, vào xốc đều, nêm gia vị: 1/2m hạt nêm, 1M giấm, 1m đường cho thịt vịt thấm vị, rau củ chín tái nêm gia vị, xúc ra dĩa.
- Xào củ cải muối: Bắc chảo cho 2M dầu đun nóng cho hành tỏi phi thơm cho củ cải muối vào xào 2′, củ cải chín,cho thêm 1/2 chén nước dừa xào cho củ cài chín, cạn nước thì cho hỗn hợp thịt vịt xào khi nãy, hành lá, rau nêm vào xốc trộn đều, tắt lửa.

🔹 Cách dùng:
- Món ăn ngon đi kèm:Canh cá hồng Món ăn ngon đi kèm:Canh cá hồng"
Pad Thái chay,https://monngonmoingay.com/wp-content/smush-webp/2017/11/pad-thai-chay.jpg.webp,https://www.youtube.com/watch?v=v0QMFhGo7s4,https://monngonmoingay.com/pad-thai-chay/,"Bánh phở khô 150g (ngâm mềm).
Ớt chuông đỏ 1/ 4quả.
Bí ngòi 1/ 2quả.
Đậu hũ trắng 2miếng.
Hem chay 80g.
Giá sống 100g.
Cần tây 1cọng.
Boaro băm 1M.
Nước cốt me.
Đậu phộng rang giã sơ.
Hắc xì dầu.
RAU NÊM Húng quế, ớt hiểm băm.","🔹 Sơ chế:
- Hem chay vàđậu hũcắt sợi vừa ăn.Chiên giòn đậu hũ.Ớt chuông cắt sợi.
- Bí ngòi bỏ ruột, cắt làm 3 khúc, cắt sợi mỏng.Cần tây cắt xéo mỏng.Phở khô ngâm mềm Hem chay vàđậu hũcắt sợi vừa ăn.
- Chiên giòn đậu hũ.
- Ớt chuông cắt sợi.
- Bí ngòi bỏ ruột, cắt làm 3 khúc, cắt sợi mỏng.
- Cần tây cắt xéo mỏng.
- Phở khô ngâm mềm

🔹 Thực hiện:
- Pha xốt xào: Hòa tan 5M nước tương “Phú Sĩ”, 1M đường, 1m hạt nêm Aji-ngon® Nấm, 1M dầu hào chay, 1M tương ớt, 1M xốt cà hộp với 3M nước cốt me, rồi cho 1m ớt hiểm băm vào.Phi thơm hành boaro với 2M dầu ăn, cho lần lượt ớt chuông, bí ngòi, cần tây và hem vào xào chín, thêm giá sống, đậu hũ với 1/2 lượng xốt xào, nêm thêm ít tiêu, trộn đều, trút ra dĩa.Trộn phở với 1m hắc xì dầu, rồi áp chảo sợi phở, sau đó cho 1/2 lượng xốt xào và hỗn hợp rau củ vào đảo đều, tắt lửa.
- Pha xốt xào: Hòa tan 5M nước tương “Phú Sĩ”, 1M đường, 1m hạt nêm Aji-ngon® Nấm, 1M dầu hào chay, 1M tương ớt, 1M xốt cà hộp với 3M nước cốt me, rồi cho 1m ớt hiểm băm vào.
- Phi thơm hành boaro với 2M dầu ăn, cho lần lượt ớt chuông, bí ngòi, cần tây và hem vào xào chín, thêm giá sống, đậu hũ với 1/2 lượng xốt xào, nêm thêm ít tiêu, trộn đều, trút ra dĩa.
- Trộn phở với 1m hắc xì dầu, rồi áp chảo sợi phở, sau đó cho 1/2 lượng xốt xào và hỗn hợp rau củ vào đảo đều, tắt lửa.

🔹 Cách dùng:
- Cho Pad Thái ra dĩa, trang trí đậu phộng và lá húng quế lên trên, dùng nóng với nước tương “Phú sĩ”.Món ăn ngon đi kèm:Nộm gà chay hoa chuối Cho Pad Thái ra dĩa, trang trí đậu phộng và lá húng quế lên trên, dùng nóng với nước tương “Phú sĩ”.
- Món ăn ngon đi kèm:Nộm gà chay hoa chuối"
Tôm nướng hoàng kim,https://monngonmoingay.com/wp-content/smush-webp/2023/02/tom-nuong-hoang-kim.jpg.webp,https://www.youtube.com/watch?v=CEmzrmFDvas,https://monngonmoingay.com/tom-nuong-hoang-kim/,"Tôm càng (loại lớn 10-12 con/kg) 500g.
Lòng đỏ trứng muối 4trứng.
Lòng đỏ trứng gà 2trứng.
Ớt bột 2m.
Sữa đặc có đường 1M.","🔹 Sơ chế:
- Tôm càng: để vỏ chẻ lưng, rút chỉ tôm Tôm càng: để vỏ chẻ lưng, rút chỉ tôm

🔹 Thực hiện:
- Pha sốt:Trứng muối hấp chín, sau đó tán nhuyễn.
- Thêm vào 1M sốt Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản vào cùng 1/2M tương ớt và 1M sữa đặc có đường, 1m tỏi băm và 2 lòng đỏ trứng vào sau đó trộn đềNướngtôm:Cho lần lượt sốt trứng muối vào trên mình tôm đã chẻ sau đó dùng nồi chiên không dầu để ở nhiệt độ 180 độ cho lò nóng tiếp theo xếp tôm vào và nướng với thời gian 8 phút cho tôm chín vàng hoặc đến khi nào xém mặt sốtLàm sốt chấm:Cho 1M tương ớt cùng với 2M sốt ajimayo trộn đều cùng 1m ớt bột Pha sốt:Trứng muối hấp chín, sau đó tán nhuyễn.
- Thêm vào 1M sốt Xốt Mayonnaise Aji-mayo® Vị Nguyên Bản vào cùng 1/2M tương ớt và 1M sữa đặc có đường, 1m tỏi băm và 2 lòng đỏ trứng vào sau đó trộn đề Nướngtôm:Cho lần lượt sốt trứng muối vào trên mình tôm đã chẻ sau đó dùng nồi chiên không dầu để ở nhiệt độ 180 độ cho lò nóng tiếp theo xếp tôm vào và nướng với thời gian 8 phút cho tôm chín vàng hoặc đến khi nào xém mặt sốt Làm sốt chấm:Cho 1M tương ớt cùng với 2M sốt ajimayo trộn đều cùng 1m ớt bột

🔹 Cách dùng:
- Xếp tôm ra dĩa trang trí thêm ớt bột và sà lách chấm sốt đã pha Xếp tôm ra dĩa trang trí thêm ớt bột và sà lách chấm sốt đã pha"
Lẩu Thái đầu cá lóc bông,https://monngonmoingay.com/wp-content/smush-webp/2023/10/lau-thai-dau-ca-loc.jpg.webp,https://www.youtube.com/watch?v=TVKx6Oqn1UY,https://monngonmoingay.com/lau-thai-dau-ca-loc-bong/,"Đầu cá lóc to 2cái (Thêm trứng và ruột cá).
Sả cây 50g.
Lá chúc 6lá.
Thơm 1/ 4trái.
Mẹt tre 25cm, lót lá chuối.
Nấm rơm búp, nấm kim châm 100g mỗi loại.","🔹 Thực hiện:
- Đun 1,5 nước cho gói gia vị Gia vị nêm sẵn Aji-Quick® LẨU THÁI vào nấu sôi.
- Thả đầu cá vào + ruột + trứng cá vào.
- Phi thơm 1/2M tỏi với ít dầu, xào sơ nấm rơm, cà chua và thơm, rồi cho vào trong nồi lẩu.
- Cuối cùng dằn thêm 1M nước mắm.Bày các loại rau và nấm kim châm ra mẹt tre cùng với nồi nước Lẩu.
- Khi ăn cho lần lượt các loại rau vào đun nước dùng sôi cho đầu cá trở lại nước dùng lẩu cho nóng.
- Xong múc đầu cá ra dĩa, cho rau thơm vào nước lẩu.
- Cuối cùng dằn thêm 1M nước mắm.
- Bày các loại rau và nấm kim châm ra mẹt tre cùng với nồi nước Lẩu.

🔹 Cách dùng:
- Ăn kèm bún và nước mắm ớt."
